Wake-up Time (Hour),Exercise,Meditation,Breakfast,Screen Time Before Work (min),Productivity Score
5.92,Yes,No,Yes,78.8,8.3
8.89,Yes,Yes,No,35.5,6.6
6.57,No,Yes,Yes,100.6,6.8
6.94,No,Yes,Yes,74.2,7.3
7.02,Yes,No,Yes,50.9,7.5
4.54,Yes,No,No,14.7,8.8
8.12,No,Yes,No,99.9,5.0
5.23,No,Yes,No,24.0,8.8
8.35,No,Yes,No,0.2,7.2
7.78,Yes,Yes,Yes,18.2,8.7
7.5,No,No,No,51.0,5.0
8.2,No,Yes,No,98.4,5.1
7.29,No,No,No,72.6,5.1
7.96,No,No,Yes,116.0,4.5
7.28,Yes,Yes,No,83.9,7.1
7.75,Yes,No,Yes,70.2,6.6
8.92,No,Yes,Yes,104.2,4.9
5.27,Yes,No,No,55.1,8.2
5.96,Yes,No,Yes,92.0,8.4
8.27,Yes,Yes,No,67.8,7.0
5.15,No,No,Yes,21.8,8.5
5.32,Yes,No,No,86.8,7.8
6.33,No,Yes,No,49.5,7.7
5.59,Yes,Yes,Yes,99.7,8.2
8.37,Yes,No,No,26.3,7.0
7.58,Yes,No,No,83.1,5.9
8.88,No,No,Yes,92.4,3.9
7.52,No,Yes,No,68.0,6.7
5.68,No,No,Yes,31.5,8.3
5.68,Yes,Yes,Yes,114.4,8.1
6.88,No,Yes,Yes,100.0,6.7
9.1,Yes,No,No,9.5,6.4
4.79,Yes,Yes,Yes,10.5,10.0
7.54,Yes,No,No,83.0,5.9
5.15,No,No,Yes,29.7,7.8
9.12,No,No,Yes,24.3,5.2
8.16,No,No,No,84.6,5.2
5.45,No,Yes,Yes,2.0,9.0
7.24,Yes,No,Yes,107.9,5.7
5.08,No,No,Yes,109.4,6.2
9.12,No,Yes,Yes,88.3,5.5
6.57,No,No,Yes,91.0,6.1
5.67,No,No,No,28.9,7.3
5.06,Yes,No,No,21.3,9.3
7.39,No,No,No,49.0,5.2
5.48,No,Yes,No,79.0,7.4
7.25,No,No,No,84.8,4.3
6.25,No,Yes,Yes,87.6,6.8
5.69,No,Yes,Yes,81.6,8.0
4.65,No,No,No,22.8,7.3
9.13,Yes,No,No,95.6,4.7
8.61,Yes,No,No,102.4,4.9
8.76,No,Yes,Yes,116.9,4.8
9.22,No,No,No,50.4,4.5
5.56,Yes,Yes,Yes,87.9,9.5
6.57,Yes,Yes,Yes,65.4,8.6
7.31,Yes,No,Yes,23.7,7.5
8.08,Yes,No,No,73.2,6.3
5.81,Yes,Yes,Yes,80.6,8.7
8.21,Yes,Yes,Yes,65.0,7.4
8.51,No,No,No,4.9,5.4
7.78,Yes,Yes,No,31.9,7.8
5.06,No,Yes,Yes,81.8,7.7
4.75,Yes,No,Yes,119.2,7.7
6.43,No,Yes,Yes,41.7,8.1
6.66,No,Yes,Yes,9.4,8.6
8.36,Yes,No,No,64.6,5.7
9.18,Yes,No,No,89.1,4.7
5.69,No,Yes,Yes,81.6,8.1
6.33,Yes,Yes,Yes,118.4,7.8
7.74,Yes,Yes,Yes,39.2,8.1
7.76,No,Yes,Yes,29.2,7.0
6.88,Yes,Yes,No,6.0,9.6
7.94,Yes,Yes,Yes,96.5,6.8
8.8,Yes,No,Yes,28.2,6.4
5.26,No,Yes,Yes,118.9,7.3
8.67,No,Yes,Yes,56.5,5.9
4.64,No,Yes,No,113.9,7.2
8.16,No,Yes,No,49.4,6.0
5.22,No,No,Yes,26.5,8.0
7.92,No,Yes,No,37.7,6.6
7.98,No,No,No,118.6,4.2
4.8,No,No,No,57.3,7.1
7.21,No,Yes,No,114.1,4.7
5.6,No,Yes,Yes,92.1,7.2
5.93,No,Yes,No,62.7,7.8
5.28,Yes,No,No,59.6,8.0
6.83,Yes,No,No,82.7,6.9
8.61,Yes,No,Yes,113.9,4.2
8.61,No,Yes,No,84.1,4.4
7.39,Yes,No,No,20.4,7.6
8.94,No,No,No,68.1,4.0
7.6,No,No,No,32.9,6.1
7.81,Yes,Yes,No,100.7,6.5
9.1,No,Yes,Yes,44.1,6.0
5.23,No,Yes,Yes,106.2,7.7
4.95,Yes,No,Yes,105.5,7.6
9.07,No,Yes,No,79.9,4.5
7.68,Yes,Yes,Yes,107.8,7.3
5.14,Yes,Yes,No,2.1,10.0
8.57,No,Yes,No,74.7,4.3
4.94,No,Yes,Yes,87.0,7.8
7.45,No,No,No,73.7,4.6
7.84,No,No,Yes,57.4,5.9
7.32,Yes,No,No,91.6,5.6
6.46,No,Yes,Yes,91.5,6.7
9.42,Yes,No,No,59.2,5.3
8.2,Yes,No,Yes,60.0,6.7
6.34,Yes,Yes,Yes,19.4,9.8
7.47,No,Yes,No,60.2,5.8
5.76,Yes,No,Yes,24.1,9.7
8.1,No,No,No,77.2,4.7
8.05,Yes,No,No,72.6,6.4
4.9,Yes,Yes,Yes,60.3,10.0
9.2,Yes,No,Yes,68.4,5.3
6.94,Yes,Yes,No,107.7,7.0
6.65,No,Yes,No,28.5,7.7
6.09,Yes,No,Yes,10.9,9.4
7.62,No,No,Yes,72.8,5.4
8.62,No,Yes,No,111.6,3.4
7.87,No,No,No,28.3,6.3
7.84,No,No,No,44.2,5.5
7.95,No,No,No,16.9,6.5
4.52,No,Yes,Yes,117.5,7.2
4.7,Yes,No,No,51.8,7.8
6.72,No,No,No,36.4,6.7
7.02,No,No,Yes,94.2,4.7
4.91,Yes,Yes,No,48.2,9.6
8.94,Yes,No,Yes,96.6,4.6
6.01,No,Yes,Yes,27.3,8.6
7.49,Yes,Yes,No,22.7,8.4
9.48,No,No,No,33.9,4.5
7.88,Yes,Yes,Yes,105.6,7.4
6.61,No,No,Yes,34.4,7.5
5.73,Yes,No,No,46.1,8.6
4.97,Yes,Yes,No,39.6,9.6
8.31,Yes,No,Yes,57.7,7.7
4.8,Yes,No,No,32.0,8.2
6.06,Yes,No,No,51.0,7.1
4.98,No,Yes,No,5.6,8.7
9.18,Yes,Yes,No,12.3,7.5
5.74,No,Yes,No,99.2,7.2
4.74,No,Yes,Yes,28.9,9.1
9.26,No,No,Yes,51.4,5.0
8.14,Yes,Yes,No,68.5,7.2
8.43,Yes,Yes,Yes,56.9,8.7
5.15,Yes,Yes,Yes,29.3,9.8
6.34,No,No,No,33.0,6.4
5.81,No,No,No,11.8,7.6
9.33,Yes,No,Yes,83.8,5.4
8.56,Yes,Yes,Yes,109.0,6.2
5.63,Yes,No,Yes,47.7,8.9
7.49,No,No,Yes,13.1,7.0
6.7,Yes,Yes,Yes,0.3,9.8
5.26,Yes,Yes,No,119.2,7.9
6.4,No,No,No,65.2,6.1
4.74,No,Yes,No,37.9,8.0
9.04,No,Yes,Yes,119.5,5.0
4.58,Yes,No,Yes,87.5,8.2
8.57,No,Yes,Yes,50.8,5.5
5.94,No,No,Yes,117.7,6.4
5.46,Yes,No,No,33.1,8.9
9.04,Yes,No,No,66.3,5.5
5.52,No,No,Yes,112.2,6.2
4.96,Yes,No,Yes,47.6,8.7
8.0,No,Yes,Yes,105.8,6.0
7.06,Yes,No,Yes,30.5,7.4
9.17,No,Yes,Yes,108.9,4.7
8.01,No,No,Yes,117.0,4.5
8.11,No,No,Yes,62.1,5.3
4.73,Yes,Yes,Yes,14.7,10.0
8.08,No,Yes,Yes,116.6,5.9
7.56,No,Yes,No,59.4,6.5
5.36,Yes,Yes,No,90.2,9.1
7.92,Yes,No,No,85.5,6.7
8.63,No,Yes,Yes,92.1,5.1
5.77,Yes,Yes,No,67.7,8.5
8.78,Yes,No,No,92.3,4.8
9.42,No,No,Yes,47.7,4.9
7.17,Yes,No,No,112.3,5.8
6.02,No,No,No,13.1,6.9
6.63,Yes,Yes,No,78.0,8.1
8.69,Yes,No,Yes,100.7,5.5
7.45,Yes,No,No,0.9,7.5
7.24,Yes,No,No,108.6,5.4
7.1,No,No,Yes,79.1,5.8
4.66,Yes,No,Yes,55.7,9.3
6.15,Yes,Yes,Yes,0.0,10.0
9.17,No,No,Yes,39.9,5.1
8.11,Yes,No,Yes,41.4,7.3
8.68,Yes,Yes,No,12.1,7.5
9.18,No,No,No,72.2,3.9
7.5,No,No,Yes,86.6,4.8
8.97,No,No,No,5.1,5.3
7.58,No,Yes,No,25.0,6.4
5.86,No,Yes,No,105.9,6.5
5.95,Yes,No,Yes,106.7,7.9
5.78,No,Yes,Yes,88.7,7.3
5.78,Yes,No,Yes,81.0,8.1
5.53,No,No,No,53.8,6.9
6.56,Yes,No,No,23.8,8.4
9.32,Yes,No,No,94.7,4.2
4.89,No,Yes,No,16.3,8.3
5.57,No,Yes,No,27.7,8.0
5.89,No,Yes,Yes,82.6,7.3
4.84,Yes,No,No,60.0,7.7
7.21,No,No,No,78.1,5.0
8.89,No,Yes,No,104.0,3.8
7.85,No,Yes,No,114.3,4.9
5.9,Yes,Yes,No,91.6,8.5
5.02,Yes,No,Yes,102.7,7.8
7.63,Yes,Yes,No,79.2,6.3
9.06,Yes,No,No,41.5,5.4
4.88,Yes,No,No,10.2,9.0
7.4,Yes,No,Yes,78.8,6.6
7.72,Yes,No,No,36.6,6.9
6.15,No,Yes,Yes,28.6,8.2
7.19,Yes,No,Yes,40.3,7.7
8.95,No,No,No,68.4,3.6
9.37,No,Yes,No,106.2,3.8
5.61,No,Yes,No,96.7,7.0
7.7,Yes,No,Yes,21.9,8.1
6.25,No,No,No,58.0,6.6
7.12,Yes,No,No,74.2,5.8
9.49,No,No,Yes,63.8,4.3
8.07,Yes,Yes,Yes,74.5,7.3
7.53,Yes,No,No,57.3,6.8
7.78,No,No,No,91.1,4.5
9.21,Yes,No,Yes,41.4,6.6
4.92,No,Yes,Yes,13.1,9.9
8.36,No,No,No,58.1,5.3
5.79,Yes,Yes,No,51.9,8.9
6.9,No,No,Yes,79.9,6.4
8.81,No,No,No,44.1,4.3
7.36,Yes,Yes,No,24.3,8.2
9.03,Yes,Yes,Yes,73.8,6.6
7.72,No,No,Yes,106.2,5.0
4.81,Yes,Yes,Yes,13.5,10.0
8.46,No,Yes,Yes,69.2,6.7
5.22,No,No,Yes,86.8,6.9
7.07,No,No,Yes,33.5,6.6
7.05,No,Yes,No,7.1,7.8
7.42,Yes,Yes,No,52.4,8.0
7.77,No,No,No,33.7,5.5
5.87,Yes,Yes,Yes,35.2,10.0
7.12,Yes,No,No,46.1,6.7
6.09,Yes,Yes,No,51.5,9.1
8.06,No,Yes,No,97.8,5.8
6.88,Yes,No,Yes,86.2,7.6
9.48,No,No,Yes,26.1,5.2
5.14,Yes,Yes,Yes,21.8,10.0
7.67,No,No,No,52.9,5.2
5.13,No,Yes,Yes,110.6,7.1
4.85,No,Yes,Yes,39.1,8.8
8.1,Yes,No,Yes,59.8,6.9
6.76,Yes,No,Yes,85.3,7.1
7.36,No,No,Yes,44.0,6.1
7.54,Yes,No,No,44.2,6.3
7.14,Yes,Yes,Yes,21.0,9.0
8.65,Yes,Yes,No,64.0,6.3
4.92,No,No,No,37.7,6.7
6.08,No,No,Yes,40.3,7.3
5.5,No,Yes,No,3.6,9.2
6.5,Yes,Yes,No,49.8,8.8
4.96,Yes,Yes,No,24.8,9.1
5.92,No,Yes,Yes,72.9,8.1
6.46,No,Yes,No,117.5,6.5
9.27,Yes,Yes,Yes,24.6,7.8
6.37,Yes,No,Yes,34.7,8.5
8.29,Yes,Yes,Yes,81.0,7.1
9.11,Yes,No,Yes,116.2,5.1
4.91,No,Yes,Yes,46.1,8.5
5.42,No,Yes,Yes,67.6,7.8
5.16,No,Yes,Yes,4.3,9.3
5.63,Yes,Yes,Yes,93.4,8.8
7.37,No,No,No,66.5,4.8
5.4,Yes,No,No,69.9,7.9
6.25,No,No,No,50.0,6.2
8.88,No,No,Yes,77.1,4.1
7.43,No,No,Yes,45.6,6.0
6.29,Yes,Yes,Yes,49.3,8.5
5.37,No,Yes,Yes,30.2,9.1
9.29,No,No,No,40.8,4.4
8.1,No,Yes,Yes,69.3,6.6
7.42,Yes,Yes,Yes,91.9,8.1
6.61,No,Yes,No,4.3,7.8
4.87,Yes,Yes,Yes,44.8,9.3
7.07,Yes,No,Yes,12.4,8.4
6.43,Yes,No,No,109.3,6.6
7.23,No,No,No,39.5,5.3
5.36,Yes,No,No,103.5,6.9
6.98,No,No,No,12.9,6.8
9.04,No,No,No,54.9,4.0
9.25,No,Yes,No,47.9,5.0
7.33,No,Yes,Yes,67.0,6.6
8.44,Yes,No,No,73.9,6.2
5.46,Yes,No,No,83.7,6.9
4.98,No,Yes,No,92.2,6.7
5.15,No,No,No,90.6,6.1
5.53,No,No,Yes,90.0,6.9
7.12,Yes,No,No,33.1,7.5
4.76,Yes,Yes,No,32.0,9.7
5.53,Yes,Yes,No,25.9,10.0
8.65,Yes,No,Yes,48.3,6.0
6.26,No,No,Yes,51.0,6.9
9.18,Yes,Yes,Yes,8.3,8.2
9.09,Yes,No,Yes,67.0,5.3
9.09,No,No,No,60.0,4.3
5.85,No,Yes,Yes,3.0,9.8
9.45,No,No,Yes,101.6,3.7
7.54,Yes,Yes,No,98.9,6.7
9.26,No,No,Yes,91.7,3.5
5.33,Yes,Yes,No,42.4,9.3
6.68,Yes,No,No,6.8,8.8
8.76,No,Yes,Yes,8.9,6.4
7.9,No,No,No,79.4,5.3
6.1,Yes,Yes,Yes,13.1,9.8
6.93,No,Yes,Yes,17.5,8.4
5.89,No,Yes,Yes,54.0,8.6
9.09,No,Yes,Yes,12.1,7.1
7.93,No,Yes,Yes,119.6,5.8
7.87,No,Yes,No,38.8,6.8
5.44,No,No,No,20.9,7.8
8.06,No,Yes,Yes,63.7,6.4
6.65,Yes,Yes,Yes,104.6,8.8
8.97,Yes,Yes,Yes,17.4,7.5
8.38,No,Yes,Yes,18.7,7.8
8.24,Yes,No,No,5.4,7.6
8.69,No,Yes,No,104.9,3.9
5.48,Yes,No,Yes,105.8,7.5
7.17,No,No,Yes,50.6,5.9
9.23,No,No,No,103.4,3.5
6.53,Yes,Yes,Yes,12.8,10.0
5.82,No,No,No,61.3,6.5
8.98,Yes,No,Yes,116.2,4.2
7.82,Yes,No,No,45.2,6.6
5.1,Yes,No,No,83.9,7.6
5.89,No,No,Yes,37.2,7.6
5.63,Yes,Yes,No,102.1,8.1
4.52,No,No,Yes,105.4,6.5
4.87,No,Yes,No,107.4,6.9
8.91,No,No,Yes,105.7,3.5
5.69,Yes,Yes,No,30.9,9.5
4.58,No,Yes,Yes,98.8,7.2
5.44,Yes,Yes,Yes,41.6,10.0
9.32,Yes,Yes,No,36.0,7.2
6.27,No,No,Yes,23.5,7.9
5.57,No,Yes,No,119.0,5.9
8.85,Yes,Yes,No,70.4,6.0
6.47,Yes,No,No,58.0,7.7
9.3,Yes,Yes,No,78.6,5.7
5.8,No,Yes,Yes,45.2,9.1
7.64,No,No,Yes,69.9,5.5
7.68,Yes,No,No,96.7,5.4
8.16,No,Yes,Yes,86.4,5.7
8.44,Yes,Yes,No,67.1,6.9
5.31,No,No,No,54.3,6.9
8.79,No,Yes,No,85.9,4.3
5.15,No,No,Yes,10.1,8.3
5.83,No,Yes,No,82.0,6.7
6.8,No,No,No,45.1,6.9
8.69,No,No,Yes,14.1,5.8
7.32,Yes,Yes,Yes,60.4,7.4
5.89,Yes,No,No,11.5,9.2
8.95,Yes,Yes,Yes,88.1,6.3
7.24,Yes,Yes,Yes,55.0,8.4
4.92,Yes,No,No,89.6,6.7
7.09,No,Yes,No,69.8,5.9
7.17,No,Yes,No,6.3,7.2
8.47,No,Yes,Yes,37.3,7.6
8.53,No,No,Yes,93.8,3.5
4.74,Yes,Yes,No,72.7,8.7
6.55,Yes,No,Yes,63.1,7.9
9.21,No,Yes,No,64.8,5.1
8.36,Yes,Yes,Yes,6.2,9.2
5.06,No,No,No,89.0,5.8
5.46,Yes,No,Yes,15.2,9.3
5.85,No,Yes,No,17.9,8.6
7.02,No,No,No,44.1,5.6
6.64,No,Yes,No,98.7,6.6
5.72,Yes,No,Yes,86.6,7.7
7.58,Yes,Yes,No,92.3,6.3
9.12,Yes,Yes,No,101.6,5.3
8.15,No,Yes,No,62.0,5.7
9.33,Yes,No,No,100.5,4.4
5.95,Yes,No,No,68.8,8.4
5.84,No,Yes,Yes,72.9,7.8
6.54,No,No,No,22.5,7.2
8.82,No,Yes,Yes,105.3,4.5
7.81,No,No,No,103.7,4.5
6.56,Yes,Yes,No,110.4,8.2
6.47,Yes,No,Yes,103.2,6.7
7.68,No,No,Yes,56.5,5.6
9.35,No,No,No,6.6,5.6
5.3,No,Yes,No,45.2,8.3
5.58,Yes,Yes,No,118.3,7.6
6.88,No,Yes,Yes,113.5,6.2
6.93,No,No,Yes,111.6,5.7
6.52,No,Yes,No,78.0,6.6
5.27,No,No,No,15.9,7.3
6.01,No,Yes,Yes,27.5,8.3
6.53,Yes,Yes,No,113.0,6.9
7.25,No,No,No,88.4,5.0
7.08,No,No,No,102.6,4.6
5.29,No,Yes,Yes,29.5,9.4
6.38,No,No,No,27.6,7.3
5.5,Yes,No,No,83.7,6.8
6.76,No,Yes,Yes,78.8,7.5
5.14,No,Yes,Yes,64.0,8.3
8.52,No,Yes,No,7.9,6.4
6.58,No,No,No,57.2,6.0
9.47,No,No,No,110.8,2.5
7.25,No,No,Yes,104.7,4.7
6.68,Yes,No,Yes,45.5,8.4
6.78,Yes,No,Yes,63.7,8.1
8.47,Yes,No,No,66.4,6.2
8.43,No,Yes,Yes,67.0,6.1
6.01,No,Yes,Yes,102.8,7.1
4.95,No,Yes,No,114.6,6.6
8.52,Yes,Yes,No,15.9,6.7
8.12,Yes,Yes,Yes,18.6,8.7
4.89,No,Yes,No,90.6,7.3
7.81,Yes,No,No,50.0,6.6
5.82,No,Yes,Yes,16.5,9.6
5.31,Yes,Yes,Yes,99.7,9.0
9.36,No,Yes,No,111.0,3.7
6.46,Yes,No,Yes,73.7,7.9
8.48,Yes,No,No,25.1,7.6
5.75,Yes,No,Yes,41.6,8.5
6.35,No,Yes,No,12.0,8.1
6.01,Yes,Yes,No,2.1,9.6
8.83,Yes,Yes,Yes,30.4,7.1
8.89,Yes,No,No,96.4,4.0
4.91,Yes,No,Yes,13.1,9.6
4.66,Yes,No,No,66.8,7.4
5.3,Yes,No,No,91.4,7.0
4.93,No,No,Yes,66.3,7.0
4.64,Yes,Yes,Yes,55.3,9.8
6.36,Yes,No,No,89.9,7.3
7.23,Yes,Yes,No,22.3,9.0
4.97,Yes,Yes,No,70.9,9.3
7.16,No,Yes,No,82.3,5.5
6.18,Yes,No,No,4.6,8.2
6.79,No,No,Yes,55.3,7.1
7.01,Yes,Yes,No,55.6,7.2
9.41,No,Yes,No,57.1,4.8
4.58,Yes,No,Yes,20.0,9.3
5.15,Yes,Yes,Yes,81.1,9.1
5.11,Yes,No,Yes,1.9,10.0
6.88,Yes,No,Yes,12.2,9.2
6.9,Yes,Yes,No,115.5,7.5
5.66,Yes,Yes,Yes,30.4,10.0
9.3,Yes,Yes,Yes,98.4,5.6
6.96,No,No,Yes,114.2,6.0
5.33,No,Yes,No,34.5,8.3
5.1,No,No,No,44.3,7.5
9.26,Yes,Yes,No,67.1,6.4
4.76,No,No,Yes,26.5,7.5
6.43,Yes,Yes,No,102.0,8.2
5.81,Yes,No,Yes,62.4,8.6
4.94,Yes,Yes,Yes,88.9,8.6
4.87,No,Yes,No,75.5,7.2
9.32,No,No,Yes,98.9,3.3
8.24,Yes,No,No,42.4,7.3
5.26,No,Yes,No,79.4,7.3
4.9,No,No,Yes,3.3,8.0
4.52,Yes,Yes,Yes,39.2,9.8
9.46,Yes,No,No,108.1,4.4
9.18,No,Yes,No,108.8,4.5
5.96,No,No,No,10.0,7.8
4.77,No,No,Yes,119.8,5.9
9.29,Yes,No,No,92.8,4.2
5.69,Yes,No,Yes,80.8,8.7
5.16,No,Yes,Yes,18.7,8.7
8.61,Yes,Yes,No,23.8,6.9
7.59,Yes,Yes,Yes,60.3,7.8
7.72,No,No,Yes,114.9,4.8
6.59,No,No,Yes,89.7,6.4
6.13,Yes,Yes,Yes,84.6,8.4
9.19,Yes,No,No,69.0,5.0
6.24,Yes,No,No,17.5,8.0
6.79,Yes,Yes,No,43.4,8.3
5.56,No,Yes,No,14.5,8.3
5.78,Yes,Yes,No,54.2,8.8
8.8,Yes,Yes,No,95.4,5.9
9.23,Yes,Yes,Yes,48.0,7.1
4.9,Yes,Yes,Yes,94.1,9.2
5.71,Yes,Yes,Yes,23.7,10.0
4.51,No,No,No,66.5,6.6
9.08,No,Yes,No,86.4,4.2
9.16,No,No,Yes,87.0,4.1
7.3,No,No,Yes,47.8,6.1
8.36,No,Yes,Yes,15.3,7.6
6.74,No,Yes,No,2.7,8.3
5.75,Yes,Yes,No,118.3,7.7
5.08,Yes,No,No,47.2,8.1
8.78,No,No,No,23.1,4.9
4.69,Yes,Yes,No,38.0,9.3
6.05,No,Yes,No,119.1,5.8
5.01,No,Yes,Yes,4.9,9.4
8.77,No,Yes,No,18.8,5.7
7.72,Yes,No,Yes,21.9,8.2
9.28,Yes,Yes,No,33.3,7.2
4.61,Yes,No,No,119.8,6.6
7.22,Yes,No,No,37.7,7.4
5.62,Yes,No,Yes,4.1,9.1
5.21,Yes,Yes,Yes,76.3,9.4
5.28,Yes,Yes,No,38.0,9.4
5.47,No,Yes,Yes,71.4,8.1
5.08,Yes,Yes,No,100.6,7.7
9.18,No,Yes,No,88.5,4.7
7.16,No,Yes,No,17.7,7.2
7.67,No,Yes,No,5.4,7.3
6.8,No,No,No,27.2,6.7
7.66,No,No,Yes,7.1,6.8
7.12,Yes,No,Yes,37.0,7.2
8.83,Yes,Yes,Yes,86.8,6.6
9.16,Yes,Yes,No,56.7,5.9
9.04,Yes,No,No,80.1,5.4
9.47,Yes,Yes,No,19.6,7.3
9.39,No,Yes,Yes,102.0,4.6
7.83,No,No,Yes,63.8,5.4
6.75,No,No,No,25.5,7.0
8.1,No,Yes,No,4.4,7.0
7.09,Yes,No,No,68.8,6.7
6.59,Yes,Yes,Yes,8.0,10.0
5.67,No,No,Yes,14.4,8.0
6.79,Yes,No,No,57.3,7.5
9.1,No,Yes,No,59.5,4.6
7.5,No,Yes,Yes,72.3,6.9
8.31,No,No,No,104.1,3.9
6.09,Yes,Yes,No,38.2,9.3
6.42,Yes,Yes,No,26.6,8.7
5.58,Yes,No,Yes,1.9,9.7
4.61,No,Yes,Yes,44.4,8.7
9.43,Yes,Yes,No,64.8,6.1
8.0,No,No,Yes,118.4,4.9
7.27,No,No,Yes,10.2,6.7
4.93,Yes,No,Yes,37.4,8.7
8.69,No,Yes,No,18.0,5.6
5.98,Yes,Yes,No,43.3,9.3
5.07,Yes,Yes,No,56.1,8.6
5.12,Yes,Yes,Yes,86.5,9.2
6.44,Yes,No,No,19.7,8.3
4.7,Yes,Yes,Yes,78.5,9.0
4.5,Yes,Yes,Yes,8.8,10.0
7.09,Yes,Yes,Yes,63.2,8.3
6.46,No,No,Yes,39.5,7.4
4.63,Yes,Yes,Yes,103.2,8.7
7.73,Yes,No,Yes,31.9,8.3
7.13,Yes,No,No,67.4,6.4
9.23,No,No,Yes,29.4,4.8
9.15,Yes,No,Yes,25.6,6.3
9.3,No,Yes,No,94.9,4.9
4.92,No,Yes,No,52.0,8.3
5.71,Yes,Yes,No,109.8,8.0
7.08,No,No,No,44.9,5.2
6.24,Yes,No,No,51.2,7.9
6.26,No,No,No,48.8,6.9
8.26,No,Yes,No,2.7,8.1
9.2,No,Yes,No,100.3,4.0
7.77,No,No,Yes,83.5,5.0
5.78,Yes,Yes,Yes,47.6,9.8
9.0,No,No,No,35.4,5.0
6.87,Yes,No,No,12.1,8.1
5.79,No,Yes,No,101.2,7.4
7.45,No,No,No,52.3,5.2
7.42,No,Yes,Yes,74.2,6.8
7.7,Yes,Yes,Yes,100.5,7.4
5.65,No,No,No,71.6,6.4
5.25,Yes,No,No,49.6,7.7
8.62,Yes,Yes,No,59.8,6.5
4.59,No,No,No,65.6,6.6
8.97,Yes,Yes,Yes,66.7,6.6
4.73,No,No,No,106.2,5.4
4.65,Yes,No,No,0.2,9.3
5.01,Yes,Yes,No,102.7,7.6
9.13,No,No,No,91.0,3.6
4.72,Yes,Yes,No,62.7,8.8
8.76,Yes,Yes,Yes,2.8,8.2
5.49,No,No,Yes,28.6,8.0
9.4,Yes,No,Yes,117.0,4.1
7.45,No,No,Yes,50.4,6.2
7.14,Yes,Yes,No,61.3,7.6
6.94,Yes,No,Yes,98.4,6.8
9.25,Yes,Yes,Yes,66.4,7.4
6.09,No,No,Yes,10.9,8.1
8.52,No,Yes,No,74.3,5.2
5.38,No,Yes,Yes,74.0,7.4
6.69,No,Yes,No,98.5,7.0
4.72,Yes,Yes,Yes,45.8,9.2
5.72,No,No,Yes,50.4,7.1
6.94,No,No,Yes,110.4,5.9
8.71,Yes,Yes,No,96.6,5.8
5.53,Yes,No,No,103.2,6.6
7.72,No,Yes,Yes,81.2,6.0
6.91,Yes,Yes,Yes,48.0,9.9
5.41,No,No,Yes,39.7,7.6
6.96,Yes,Yes,No,3.6,9.7
4.54,No,Yes,Yes,38.6,8.8
8.44,No,Yes,No,83.9,5.4
5.81,No,No,No,65.9,7.1
7.9,Yes,No,No,54.8,6.4
6.71,No,No,No,93.4,5.5
6.09,Yes,Yes,No,10.8,9.1
7.28,No,Yes,Yes,85.4,6.0
8.81,Yes,No,No,54.6,5.4
6.45,No,No,No,13.2,6.9
5.4,Yes,Yes,No,95.1,8.6
7.92,Yes,Yes,No,86.4,7.2
4.7,Yes,Yes,No,34.9,8.9
6.9,No,Yes,Yes,86.4,7.3
4.8,No,No,Yes,18.0,7.9
8.48,No,No,Yes,102.0,4.6
4.98,Yes,Yes,No,101.8,8.1
8.86,Yes,Yes,Yes,8.3,7.7
5.39,Yes,Yes,No,98.0,8.0
9.44,Yes,No,No,58.8,5.8
8.82,No,Yes,Yes,54.8,5.2
9.13,Yes,No,Yes,101.3,5.1
8.31,Yes,No,No,27.3,7.0
8.45,No,Yes,Yes,18.5,7.5
4.68,No,No,Yes,14.8,8.3
5.7,No,Yes,No,75.7,7.6
6.96,No,Yes,Yes,37.0,7.9
7.67,No,No,Yes,88.9,4.8
7.82,No,No,No,21.5,5.8
7.16,No,Yes,No,34.7,7.3
5.24,No,No,Yes,68.5,7.5
5.38,Yes,No,No,44.0,8.3
7.85,Yes,No,Yes,79.7,6.9
4.68,Yes,Yes,Yes,114.9,8.5
8.65,No,Yes,No,91.8,4.5
7.55,Yes,Yes,Yes,87.8,7.5
8.27,Yes,No,Yes,52.0,6.6
7.51,Yes,No,Yes,34.2,7.2
5.5,No,Yes,No,2.9,9.2
4.56,No,Yes,No,92.9,7.2
5.54,No,No,No,105.4,5.8
5.37,Yes,No,No,51.5,7.9
6.98,No,No,Yes,43.2,7.3
9.18,Yes,No,Yes,41.8,6.3
7.15,Yes,Yes,Yes,51.5,8.6
5.43,Yes,No,Yes,56.0,8.5
5.81,No,Yes,Yes,56.7,8.0
9.02,Yes,Yes,Yes,106.2,5.8
8.08,No,No,Yes,73.0,5.6
5.12,Yes,No,Yes,74.2,8.0
6.2,Yes,Yes,No,61.1,8.8
4.7,No,Yes,No,102.9,6.3
8.5,No,No,Yes,103.2,4.1
5.08,Yes,No,No,63.2,7.4
5.37,No,No,No,7.6,8.2
5.13,Yes,Yes,Yes,75.5,9.6
6.24,Yes,No,Yes,108.6,7.7
8.26,No,Yes,Yes,30.5,7.3
6.3,Yes,Yes,No,99.7,7.2
5.69,No,Yes,No,68.1,7.6
7.86,Yes,No,Yes,20.3,8.0
6.89,Yes,Yes,No,114.4,7.5
6.43,No,No,No,51.0,6.6
7.83,No,Yes,Yes,2.7,7.8
7.64,Yes,Yes,No,66.7,7.3
5.73,No,Yes,Yes,44.4,8.7
7.51,No,Yes,Yes,26.0,7.6
